"CODIGO";"CODIGO INTERNO";"TIPO";"SUB DESCRICAO";"FABRICANTE";"MARCA";"SEGMENTO";"OBS";"OBS COMPLEMENTAR";"NCM";"MINIMO";"MAXIMO";"PRECO ENTRADA";"PRECO CUSTO";"PRECO MEDIO";"PRECO VENDA";"PRECO PESQUISA";"MARKUP";"COEFICIENTE MARKUP";"QTD";"QTD MULTIPLA COMPRA";"QTD MULTIPLA VENDA";"QTD MULTIPLA APLICACAO";"ATACADO";"VAREJO";"SITUACAO";"ANTIGO";"COR";"LADO";"POSICAO";"LOCALIZACAO";"EXTREMIDADE";"USO";"IMAGEM";"GTIN";"GTIN-14";"MEDIDA";"PRAZO GARANTIA";"OBS GARANTIA";"GRUPO ITEM";"SUB GRUPO ITEM";"FORNECEDOR REFERENCIAL";"UN";"REFERENCIA";"CST/ICMS";"PRECO PROMOCAO";"SEGMENTO";"COD.IMPORTACAO XML";"BASE CALCULO ICMS RET";"% ICMS RET";"ICMS RET";"ICMS SUBSTITUTO";"PIS/COFINS";"CHAVE NFE";"RANKING CURVA ABC GERAL ITEM";"CURVA ABC GERAL ITEM";"VALOR CURVA ABC GERAL ITEM";"REGISTRO ABC GERAL ITEM";"CODIGO CURVA ABC FORNECEDOR";"VALOR CURVA ABC FORNECEDOR";"REGISTRO CURVA ABC FORNECEDOR";"UF CURVA ABC FORNECEDOR";
"46517";"";"VELA";"IGNICAO";"=""135318140A""";"MANDO MACHINERY";"";"KIA 2.2 2.7 BESTA 93/99 K2700 97/12 2.0 2.2 8V SPORTAGE 95/03 (C9703)(4025139)";"";"8511.8010";"1,00";"3,00";"0,00";"6,02";"6,02";"10,84";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""135318140A""";"";"";"";"=""213-C-04""";"";"";"F";"=""""";"=""""";"STD";"0";"";"";".";"";"JG";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46518";"";"VELA";"IGNICAO";"=""C9703""";"TARANTO";"";"KIA 2.2 2.7 BESTA 93/99 K2700 97/12 2.0 2.2 8V SPORTAGE 95/03 (C9703)(4025139)";"";"8511.1000";"1,00";"3,00";"0,00";"27,32";"0,00";"49,17";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9703""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46519";"";"VELA";"IGNICAO";"=""C9314""";"TARANTO";"";"KIA 2.7 BESTA GS SPORTAGE 4WD (C9314)(VS01-18-601)";"";"8511.1000";"1,00";"3,00";"0,00";"27,32";"0,00";"49,17";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9314""";"";"";"";"=""""";"";"";"F";"=""7793960763124""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46520";"";"VELA";"IGNICAO";"=""OK71E18140""";"MANDO MACHINERY";"";"KIA 2.7 BESTA GS SPORTAGE 4WD (C9314)(VS01-18-601)";"";"8511.1000";"1,00";"3,00";"0,00";"4,65";"2,03";"3,65";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""OK71E18140""";"";"";"";"=""213-C-04""";"";"";"F";"=""""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46521";"";"VELA";"IGNICAO";"=""C9793""";"TARANTO";"";"MB 2.2 311 313 413 611 SPRINTER CDI 01/15 (C9793)(88900715)";"";"8482.1090";"1,00";"3,00";"0,00";"34,47";"0,00";"62,05";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9793""";"";"";"";"=""""";"";"";"F";"=""7793960763209""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"";"";"";"";"";"";
"46522";"";"VELA";"IGNICAO";"=""MM210""";"MANDO MACHINERY";"";"MERCEDES 2.2 311 313 413 611 SPRINTER CDI 01/15 (C9793)(88900715)";"";"8482.1090";"1,00";"3,00";"0,00";"6,57";"10,89";"19,60";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""MM210""";"";"";"";"=""213-C-04""";"";"";"F";"=""""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"";"";"";"";"";"";
"46523";"";"VELA";"IGNICAO";"=""C9145""";"TARANTO";"";"MERCEDES 616 180D 87/96 (C9145)(88900741)";"";"8484.1000";"1,00";"3,00";"0,00";"27,32";"0,00";"49,17";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9145""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"";"";"";"";"";"";
"46524";"";"VELA";"IGNICAO";"=""242229799""";"BOSCH";"";"MERCEDES A160 A190 CLASSIC C180 E320/420 SL280/320";"";"8511.1000";"1,00";"3,00";"0,00";"25,00";"25,00";"45,00";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""242229799""";"";"";"";"=""102-D-05""";"";"";"F";"=""""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46525";"";"VELA";"IGNICAO";"=""C9741""";"TARANTO";"";"MIT 2.5 4D56 L200 PAJERO 86/90 H100 HR 97/02 (C9741)(MB0061)";"";"8511.8010";"1,00";"3,00";"15,21";"27,32";"23,21";"49,17";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9741""";"";"";"";"=""305-E-02""";"";"";"F";"=""7793960763162""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46526";"";"VELA";"IGNICAO";"=""MB0061""";"MANDO MACHINERY";"";"MITSUBISHI 2.5 4D56 L200 PAJERO 86/90 H100 HR 97/02 (C9741)(MB0061)";"";"8511.8010";"20,00";"22,00";"2,26";"30,00";"6,07";"54,00";"0,00";"80%";"1,8000";"12";"0,00";"1,00";"0,00";"F";"F";"";"=""MB0061""";"";"";"";"=""208-B-05""";"";"";"F";"=""7899526522331""";"=""""";"STD";"";"";"";"";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"4082";"5.23";"18.00";"0.85";"0.09";"t";"=""35200703458819000195550000002025471447602569""";"";"";"";"";"";"";"";"";
"46527";"";"VELA";"IGNICAO";"=""C9212""";"TARANTO";"";"MIT 2.5 4D56T 3.2 4M41 L200 TRITON (C9212)(1820A-006T)";"";"8511.8010";"1,00";"3,00";"28,35";"43,27";"43,27";"77,88";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9212""";"";"";"";"=""305-D-01""";"";"";"F";"=""7793960763155""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46528";"";"VELA";"IGNICAO";"=""MB0265""";"MANDO MACHINERY";"";"MITSUBISHI 2.5 4D56T 3.2 4M41 L200 TRITON (C9212)(1820A-006T)";"";"8482.1090";"1,00";"3,00";"0,00";"18,70";"18,70";"33,66";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""MB0265""";"";"";"";"=""213-C-04""";"";"";"F";"=""""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"";"";"";"";"";"";
"46529";"";"VELA";"IGNICAO";"=""C9351""";"TARANTO";"";"MIT 2.5 4D56T 94/96 4D56 99/... L200 (C9351)(MD301950)";"";"8511.8010";"1,00";"3,00";"15,21";"27,32";"23,21";"49,17";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9351""";"";"";"";"=""305-D-01""";"";"";"F";"=""7793960763223""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46530";"";"VELA";"IGNICAO";"=""C9101""";"TARANTO";"";"MIT 2.5 L200 D 97/... PAJERO 93/99 TD27T (C9101)(1952464)";"";"8482.1090";"1,00";"3,00";"0,00";"24,34";"19,43";"43,82";"0,00";"80%";"1,8000";"1";"0,00";"1,00";"0,00";"F";"F";"";"=""C9101""";"";"";"";"=""305-D-01""";"";"";"F";"=""7793960763148""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"";"";"";"";"";"";
"46531";"";"VELA";"IGNICAO";"=""C9600""";"TARANTO";"";"MIT 2.5 L200 GL 93/96 PAJERO 00/06 PAJERO SPORT TD 98/... (C9600)(36710-42500)";"";"8482.1090";"1,00";"3,00";"0,00";"27,32";"23,08";"49,17";"0,00";"80%";"1,8000";"1";"0,00";"1,00";"0,00";"F";"F";"";"=""C9600""";"";"";"";"=""305-D-01""";"";"";"F";"=""7793960763285""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"";"";"";"";"";"";
"46532";"";"VELA";"IGNICAO";"=""C9927""";"TARANTO";"";"MIT 2.8 4M40 4M40T PAJERO (C9927)(11065-4P400)";"";"8511.8010";"1,00";"3,00";"16,11";"27,32";"24,60";"49,17";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9927""";"";"";"";"=""305-E-02""";"";"";"F";"=""7793960763216""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46533";"";"VELA";"IGNICAO";"=""C9685""";"TARANTO";"";"NIS 2.5 16V YD25 FRONTIER 08/... (50272)(C9685)(11065-AD200)";"";"8511.8010";"1,00";"3,00";"42,52";"64,90";"64,90";"116,82";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9685""";"";"";"";"=""305-E-02""";"";"";"F";"=""7793960763247""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46534";"";"VELA";"IGNICAO";"=""C9687""";"TARANTO";"";"NISSAN 3.0 ZD30 DDTI CARAVAN REGULUS (C9687)(11065-2W202)";"";"8409.9914";"1,00";"3,00";"0,00";"72,60";"0,00";"130,68";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9687""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46535";"";"VELA";"IGNICAO";"=""VED19""";"TAKAO";"";"NISSAN K25 EMPILHADEIRA (VED19)";"";"8409.9914";"1,00";"3,00";"18,59";"18,59";"15,58";"33,46";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""VED19""";"";"";"";"=""407-A-06""";"";"";"F";"=""""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46536";"";"VELA";"IGNICAO";"=""C9900""";"TARANTO";"";"PERKINS 3152 4236 4248 6354 (C9900)(83956253)";"";"8511.8090";"1,00";"3,00";"32,65";"55,36";"49,83";"99,65";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9900""";"";"";"";"=""305-E-02""";"";"";"F";"=""7793960763292""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"";"";"";"";"";"";
"46537";"";"VELA";"IGNICAO";"=""PRTSB8E6A""";"KICTECH";"";"RENAULT 1.0 16V 3.0 V6 BITURBO (264CV)";"";"8511.1000";"1,00";"3,00";"0,00";"3,21";"3,21";"5,78";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""PRTSB8E6A""";"";"";"";"=""103-E-09""";"";"";"F";"=""""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46538";"";"VELA";"IGNICAO";"=""C9174""";"TARANTO";"";"SSANGYONG 2.7 KYRON REXTON RODIUS KORANDO 00/02 2.9 MUSSO 95/97 (C9174)(6641590001)";"";"8482.1090";"1,00";"3,00";"0,00";"43,27";"0,00";"77,88";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9174""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"";"";"";"";"";"";
"46539";"";"VELA";"IGNICAO";"=""C9728""";"TARANTO";"";"TOYOTA 2.4 2L HILUX 92/98 2.8 3L HILUX 98/01 (C9728)(19850-45030)";"";"8482.1090";"1,00";"3,00";"0,00";"27,32";"0,00";"49,17";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9728""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"";"";"";"";"";"";
"46540";"";"VELA";"IGNICAO";"=""MT3352""";"MANDO MACHINERY";"";"TOYOTA 2.4 2L HILUX 92/98 2.8 3L HILUX 98/01 (C9728)(19850-45030)";"";"8482.1090";"1,00";"3,00";"0,00";"4,19";"4,19";"7,54";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""MT3352""";"";"";"";"=""213-C-04""";"";"";"F";"=""""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"";"";"";"";"";"";
"46541";"";"VELA";"IGNICAO";"=""C9692""";"TARANTO";"";"TOY 2.5 2KD HILUX 04/... 3.0 1KD HILUX 12/... (C9692)(19850-0L010)";"";"8482.1090";"1,00";"3,00";"0,00";"43,27";"40,63";"77,88";"0,00";"80%";"1,8000";"1";"0,00";"1,00";"0,00";"F";"F";"";"=""C9692""";"";"";"";"=""305-D-01""";"";"";"F";"=""2785960763094""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"";"";"";"";"";"";
"46542";"";"VELA";"IGNICAO";"=""MT3115""";"MANDO MACHINERY";"";"TOYOTA 2.5 2KD HILUX 04/.. 3.0 1KD HILUX 12/.. (C9692)(19850-0L010)";"";"8511.8010";"1,00";"3,00";"6,23";"16,26";"16,67";"30,01";"0,00";"80%";"1,8000";"8";"0,00";"1,00";"0,00";"F";"F";"";"=""MT3115""";"";"";"";"=""208-B-05""";"";"";"F";"=""7899526536949""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46543";"";"VELA";"IGNICAO";"=""C9676""";"TARANTO";"";"TOY 3.0 1KZTE HILUX 01/05 DIESEL (C9676)(19850-67020)";"";"8511.8010";"1,00";"3,00";"0,00";"28,78";"0,00";"51,80";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9676""";"";"";"";"=""""";"";"";"F";"=""7793960763179""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46544";"";"VELA";"IGNICAO";"=""MT055""";"MANDO MACHINERY";"";"TOYOTA 3.0 1KZTE HILUX 01/05 DIESEL (C9676)(19850-67020)";"";"8482.1090";"3,00";"5,00";"0,00";"5,79";"6,55";"23,03";"0,00";"80%";"1,8000";"2";"0,00";"1,00";"0,00";"F";"F";"";"=""MT055""";"";"";"";"=""208-B-05""";"";"";"F";"=""7899526534662""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"";"";"";"";"";"";
"46545";"";"VELA";"IGNICAO";"=""PRTSB6E6A""";"KICTECH";"";"VOLKSWAGEN 1.6 8V GOLF FOX EA111";"";"8511.1000";"1,00";"3,00";"0,00";"3,11";"3,11";"5,60";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""PRTSB6E6A""";"";"";"";"=""103-E-09""";"";"";"F";"=""""";"=""""";"STD";"";"";"LOJA";"";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46546";"";"VELA";"IGNICAO";"=""PRSB8E6""";"KICTECH";"";"VOLKSWAGEN 1.6 8V PARATI/SAVEIRO 06/..";"";"8511.1000";"1,00";"3,00";"0,00";"2,68";"2,68";"4,82";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""PRSB8E6""";"";"";"";"=""103-E-09""";"";"";"F";"=""PRSB8E6""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46547";"";"VELA";"IGNICAO";"=""C9116""";"TARANTO";"";"VW 1.6 KOMBI 81/96 DIESEL (C9116)(59621Z)";"";"8511.1000";"1,00";"3,00";"0,00";"24,69";"0,00";"44,43";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""C9116""";"";"";"";"=""""";"";"";"F";"=""7793960763261""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46548";"";"VELA";"IGNICAO";"=""Q9958""";"TARANTO";"";"VW 2.0 16V AMAROK 12/... DIESEL (Q9958)(95517032090)";"";"8484.1000";"1,00";"3,00";"0,00";"61,12";"0,00";"110,01";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""Q9958""";"";"";"";"=""""";"";"";"F";"=""7793960763308""";"=""""";"STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"";"";"";"";"";"";
"46549";"";"VELA";"IGNICAO";"=""VEGM25""";"TAKAO";"";"Emp. Motor Chrysler GM/ Toyota 2.2-4Y/2.5-151 3.9-H239/4.1-250";"";"8511.1000";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""VEGM25 STD""";"";"";"";"=""""";"";"";"F";"=""7899747845462""";"=""""";" STD";"0";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"46550";"";"VELA";"IGNICAO";"=""F000KE0930""";"BOSCH";"";"VOLKSWAGEN 1.0 1.4 1.6 GOL KOMBI (TODOS)(F000KE0P30)";"(TODOS)";"8511.1000";"0,00";"0,00";"0,00";"10,01";"10,01";"18,02";"0,00";"80%";"1,8000";"0";"0,00";"4,00";"0,00";"F";"F";"";"=""F000KE0930""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"";"";"LOJA";"";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"";"";"";"";"";"";
"47330";"";"VELA";"AQUECEDORA";"=""MVW289""";"MANDO MACHINERY";"";"VW KOMBI (MVW289)";"";"8484.1000";"1,00";"3,00";"0,00";"2,34";"5,93";"10,67";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""MVW289""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"0";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"0.0000";"";"";"";"";"";
"47390";"";"VELA";"AQUECEDORA";"=""MVW432""";"MANDO MACHINERY";"";"VW AMAROK (MVW432)";"";"8484.1000";"1,00";"3,00";"0,00";"0,00";"0,00";"0,00";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""MVW432""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"0";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"0.0000";"";"";"";"";"";
"47728";"";"VELA";"AQUECEDORA";"=""006224""";"MANDO MACHINERY";"";"GM 2.0 TRACKER";"";"8511.8010";"1,00";"3,00";"0,00";"0,00";"0,00";"0,00";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""006224""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"0";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"47980";"";"VELA";"AQUECEDORA";"=""42736""";"ARCO";"";"KIA 2.5 16V SORENTO HR K2500";"";"8511.8010";"1,00";"3,00";"48,00";"48,00";"48,00";"86,40";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""42736""";"";"";"";"=""""";"";"";"F";"=""""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"t";"=""""";"";"";"0.0000";"";"";"";"";"";
"47982";"";"VELA";"CABO";"=""F00099C142""";"BOSCH";"";"FORD ZETEC 1.6 8V";"(TODOS)";"8544.3000";"0,00";"0,00";"69,50";"69,50";"69,50";"125,10";"0,00";"80%";"1,8000";"0";"0,00";"1,00";"0,00";"F";"F";"";"=""F00099C142""";"";"";"";"=""""";"";"";"F";"=""4047026263022""";"=""""";"STD";"";"";"";".";"";"PC";"";"60-ICMS ANTEC.S.TRIB";"0,00";"";"";"0.00";"0.00";"0.00";"0.00";"f";"=""""";"";"";"0.0000";"";"";"";"";"";
